-46533.0,Data/Hora Evento,GNSS UTC Time,IMEI,Sequência,Tipo Mensagem,Máscara Report,Máscara ERI,Tipo Dispositivo,Versão Protocolo,Versão Firmware,Bateria Interna,Alimentação Externa,Analog Input Mode,Analog Input1 Voltage,Digital Input Status,Digital Output Status,Motion Status,Satélites,Duração da Ignição,Precisão GNSS,Velocidade,Azimuth,Altitude,Latitude,Longitude,MCC,MNC,LAC,Cell ID,Hodômetro Atual,Hodômetro Total,Horímetro Atual,Horímetro Total,Motivo Power Off,Motivo Power On,ID,ID Report Type,Comando Customizado,Battery Status,Backup Battery Voltage,Network Type,RAT,Band,IGN Trigger Data,GNSS Trigger Type,Position Report Type,GNSS Signal Status,Distancia_km
2025-06-12 00:19:18,,,867488061434766,17355.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 00:21:18,,,867488061434766,17357.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 00:23:18,,,867488061434766,17359.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 00:25:18,,,867488061434766,17361.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 00:27:18,,,867488061434766,17363.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 00:29:18,,,867488061434766,17365.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 00:31:18,,,867488061434766,17367.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 00:33:19,,,867488061434766,17369.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 00:35:19,,,867488061434766,17371.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 00:37:19,,,867488061434766,17373.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 00:39:19,,,867488061434766,17375.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 00:41:19,,,867488061434766,17377.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 00:43:19,,,867488061434766,17379.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 00:45:19,,,867488061434766,17381.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 00:47:19,,,867488061434766,17383.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 00:49:19,,,867488061434766,17385.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 00:51:19,,,867488061434766,17387.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 00:53:20,,,867488061434766,17389.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 00:55:20,,,867488061434766,17391.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 00:57:20,,,867488061434766,17393.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 00:59:20,,,867488061434766,17395.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 01:01:04,2025-06-12 01:01:04,2025-06-12 00:58:49,867488061434766,17397.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,12859.0,0.0,-,0.0,0.0,11,11.0,-,1.0,0.0,315.0,658.0,-23.508072,-47.602568,724.0,10.0,c3c3,0dc23317,0.0,1917.6,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,3.0,0.0,0.0,10.0,,
2025-06-12 01:01:20,,,867488061434766,17398.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 01:03:20,,,867488061434766,17400.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 01:05:20,,,867488061434766,17402.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 01:07:20,,,867488061434766,17404.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 01:09:20,,,867488061434766,17406.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 01:11:21,,,867488061434766,17408.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 01:13:21,,,867488061434766,17410.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 01:15:21,,,867488061434766,17412.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 01:17:21,,,867488061434766,17414.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 01:19:21,,,867488061434766,17416.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 01:21:21,,,867488061434766,17418.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 01:23:21,,,867488061434766,17420.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 01:25:21,,,867488061434766,17422.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 01:27:22,,,867488061434766,17424.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 01:29:22,,,867488061434766,17426.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 01:31:22,,,867488061434766,17428.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 01:33:22,,,867488061434766,17430.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 01:35:22,,,867488061434766,17432.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 01:37:22,,,867488061434766,17434.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 01:39:22,,,867488061434766,17436.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 01:41:22,,,867488061434766,17438.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 01:43:22,,,867488061434766,17440.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 01:45:22,,,867488061434766,17442.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 01:47:22,,,867488061434766,17444.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 01:49:23,,,867488061434766,17446.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 01:51:23,,,867488061434766,17448.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 01:53:23,,,867488061434766,17450.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 01:55:23,,,867488061434766,17452.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 01:57:23,,,867488061434766,17454.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 01:59:23,,,867488061434766,17456.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 02:01:04,2025-06-12 02:01:04,2025-06-12 01:59:23,867488061434766,17458.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,12841.0,0.0,-,0.0,0.0,11,12.0,-,1.0,0.0,315.0,658.0,-23.508072,-47.602568,724.0,10.0,c3c3,0dc23317,0.0,1917.6,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,3.0,0.0,0.0,10.0,,
2025-06-12 02:01:23,,,867488061434766,17459.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 02:03:23,,,867488061434766,17461.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 02:05:23,,,867488061434766,17463.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 02:07:24,,,867488061434766,17465.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 02:09:24,,,867488061434766,17467.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 02:11:24,,,867488061434766,17469.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 02:13:24,,,867488061434766,17471.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 02:15:24,,,867488061434766,17473.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 02:17:55,,,867488061434766,17475.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 02:17:56,2025-06-12 02:17:24,2025-06-12 01:59:23,867488061434766,17477.0,GTPDP,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,12756.0,0.0,0,0.0,0.0,11,12.0,-,0.0,0.0,315.0,658.0,-23.508072,-47.602568,724.0,10.0,c3c3,0dc23317,0.0,1917.6,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,
2025-06-12 02:19:54,,,867488061434766,17478.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 02:21:54,,,867488061434766,17480.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 02:23:54,,,867488061434766,17482.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 02:25:54,,,867488061434766,17484.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 02:27:55,,,867488061434766,17486.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 02:29:55,,,867488061434766,17488.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 02:31:55,,,867488061434766,17490.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 02:33:55,,,867488061434766,17492.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 02:35:55,,,867488061434766,17494.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 02:37:55,,,867488061434766,17496.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 02:39:55,,,867488061434766,17498.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 02:41:55,,,867488061434766,17500.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 02:43:55,,,867488061434766,17502.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 02:45:56,,,867488061434766,17504.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 02:47:56,,,867488061434766,17506.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 02:49:56,,,867488061434766,17508.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 02:51:56,,,867488061434766,17510.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 02:53:56,,,867488061434766,17512.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 02:55:56,,,867488061434766,17514.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 02:57:56,,,867488061434766,17516.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 02:59:56,,,867488061434766,17518.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 03:01:17,2025-06-12 03:01:04,2025-06-12 02:58:41,867488061434766,17520.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,12853.0,0.0,-,0.0,0.0,11,11.0,-,1.0,0.0,315.0,658.0,-23.508072,-47.602568,724.0,10.0,c3c3,0dc23317,0.0,1917.6,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,3.0,0.0,0.0,10.0,,
2025-06-12 03:02:26,,,867488061434766,17521.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 03:05:02,,,867488061434766,17523.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 04:56:34,2025-06-12 04:01:04,2025-06-12 03:59:17,867488061434766,17531.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,12764.0,0.0,-,0.0,0.0,11,12.0,-,1.0,0.0,315.0,658.0,-23.508072,-47.602568,724.0,10.0,0c2b,000041c0,0.0,1917.6,0:00:00,0:00:00,-,-,0.0,-,,,,,1.0,850.0,0.0,0.0,10.0,,
2025-06-12 04:56:34,,,867488061434766,17543.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 04:56:35,2025-06-12 04:01:04,2025-06-12 03:59:17,867488061434766,17531.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,12764.0,0.0,-,0.0,0.0,11,12.0,-,1.0,0.0,315.0,658.0,-23.508072,-47.602568,724.0,10.0,0c2b,000041c0,0.0,1917.6,0:00:00,0:00:00,-,-,0.0,-,,,,,1.0,850.0,0.0,0.0,10.0,,
2025-06-12 05:06:30,,,867488061434766,17548.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 05:06:30,2025-06-12 05:02:35,2025-06-12 04:59:10,867488061434766,17551.0,GTPDP,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,12770.0,0.0,0,0.0,0.0,11,12.0,-,0.0,0.0,315.0,658.0,-23.508072,-47.602568,724.0,10.0,0c2b,000041c0,0.0,1917.6,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,
2025-06-12 05:06:31,2025-06-12 05:01:04,2025-06-12 04:59:10,867488061434766,17550.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,12724.0,0.0,-,0.0,0.0,11,12.0,-,1.0,0.0,315.0,658.0,-23.508072,-47.602568,0.0,0.0,0,0,0.0,1917.6,0:00:00,0:00:00,-,-,0.0,-,,,,,0.0,0.0,0.0,0.0,10.0,,0.0
2025-06-12 05:09:17,,,867488061434766,17553.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 05:09:21,2025-06-12 05:08:33,2025-06-12 04:59:10,867488061434766,17555.0,GTPDP,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,12818.0,0.0,0,0.0,0.0,11,12.0,-,0.0,0.0,315.0,658.0,-23.508072,-47.602568,724.0,10.0,0c2b,000041c0,0.0,1917.6,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,
2025-06-12 05:13:07,,,867488061434766,17556.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 05:13:08,2025-06-12 05:12:44,2025-06-12 04:59:10,867488061434766,17558.0,GTPDP,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,12831.0,0.0,0,0.0,0.0,11,12.0,-,0.0,0.0,315.0,658.0,-23.508072,-47.602568,724.0,10.0,0c2b,000041c0,0.0,1917.6,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,
2025-06-12 05:15:06,,,867488061434766,17559.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 05:17:06,,,867488061434766,17561.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 05:19:06,,,867488061434766,17563.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 05:21:06,,,867488061434766,17565.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 05:23:06,,,867488061434766,17567.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 05:25:07,,,867488061434766,17569.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 05:27:07,,,867488061434766,17571.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 05:29:07,,,867488061434766,17573.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 05:31:07,,,867488061434766,17575.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 05:33:07,,,867488061434766,17577.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 05:35:07,,,867488061434766,17579.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 05:37:07,,,867488061434766,17581.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 05:39:09,,,867488061434766,17583.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 05:41:10,,,867488061434766,17585.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 05:43:11,,,867488061434766,17587.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 05:45:07,,,867488061434766,17589.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 05:47:08,,,867488061434766,17591.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 05:49:08,,,867488061434766,17593.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 05:51:08,,,867488061434766,17595.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 05:53:08,,,867488061434766,17597.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 05:55:11,,,867488061434766,17599.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 05:57:08,,,867488061434766,17601.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 05:59:09,,,867488061434766,17603.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 06:01:05,2025-06-12 06:01:04,2025-06-12 05:58:50,867488061434766,17605.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,12780.0,0.0,-,0.0,0.0,11,11.0,-,1.0,0.0,315.0,658.0,-23.508072,-47.602568,724.0,10.0,0c2b,000041c0,0.0,1917.6,0:00:00,0:00:00,-,-,0.0,-,,,,,1.0,900.0,0.0,0.0,10.0,,
2025-06-12 06:01:08,,,867488061434766,17606.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 06:03:08,,,867488061434766,17608.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 06:04:37,2025-06-12 06:04:36,2025-06-12 05:58:50,867488061434766,17610.0,GTIGN,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,12024.0,0.0,0,1.0,0.0,22,11.0,43407,0.0,0.0,315.0,658.0,-23.508072,-47.602568,724.0,10.0,0c2b,000041c0,0.0,1917.6,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,
2025-06-12 06:04:37,2025-06-12 06:04:36,2025-06-12 05:58:50,867488061434766,17611.0,GTSTT,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,12024.0,0.0,0,1.0,0.0,22,11.0,-,0.0,0.0,315.0,658.0,-23.508072,-47.602568,724.0,10.0,0c2b,000041c0,0.0,1917.6,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,0.0
2025-06-12 06:04:39,2025-06-12 06:04:36,2025-06-12 05:58:50,867488061434766,17612.0,GTIGF,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,12024.0,0.0,0,1.0,0.0,12,11.0,0,0.0,170.0,315.0,658.0,-23.508072,-47.602568,724.0,10.0,0c2b,000041c0,0.0,1917.6,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,0.0
2025-06-12 06:04:39,2025-06-12 06:04:36,2025-06-12 05:58:50,867488061434766,17613.0,GTSTT,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,12024.0,0.0,0,1.0,0.0,12,11.0,-,0.0,0.0,315.0,658.0,-23.508072,-47.602568,724.0,10.0,0c2b,000041c0,0.0,1917.6,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,0.0
2025-06-12 06:04:40,2025-06-12 06:04:37,2025-06-12 05:58:50,867488061434766,17614.0,GTIGN,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,12082.0,0.0,0,1.0,0.0,22,11.0,1,0.0,180.0,315.0,658.0,-23.508072,-47.602568,724.0,10.0,0c2b,000041c0,0.0,1917.6,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,0.0
2025-06-12 06:04:41,2025-06-12 06:04:37,2025-06-12 05:58:50,867488061434766,17615.0,GTSTT,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,12082.0,0.0,0,1.0,0.0,22,11.0,-,0.0,0.0,315.0,658.0,-23.508072,-47.602568,724.0,10.0,0c2b,000041c0,0.0,1917.6,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,0.0
2025-06-12 06:05:08,2025-06-12 06:05:07,2025-06-12 06:05:07,867488061434766,17616.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13615.0,0.0,-,1.0,0.0,22,11.0,-,1.0,200.0,315.0,538.0,-23.508318,-47.602969,724.0,10.0,0c2b,000041c0,0.1,1917.6,0:00:00,0:00:00,-,-,0.0,-,,,,,1.0,900.0,0.0,0.0,10.0,,0.04919457928162217
2025-06-12 06:05:09,,,867488061434766,17620.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-12 06:05:09,2025-06-12 06:05:07,2025-06-12 06:05:07,867488061434766,17617.0,GTIGL,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,13615.0,0.0,0,1.0,0.0,22,11.0,-,1.0,4.0,315.0,538.0,-23.508318,-47.602969,724.0,10.0,0c2b,000041c0,0.1,1917.6,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,0.0,,
