Data/Hora Inclusão,Data/Hora Evento,GNSS UTC Time,IMEI,Sequência,Tipo Mensagem,Máscara Report,Máscara ERI,Tipo Dispositivo,Versão Protocolo,Versão Firmware,Bateria Interna,Alimentação Externa,Analog Input Mode,Analog Input1 Voltage,Digital Input Status,Digital Output Status,Motion Status,Satélites,Duração da Ignição,Precisão GNSS,Velocidade,Azimuth,Altitude,Latitude,Longitude,MCC,MNC,LAC,Cell ID,Hodômetro Atual,Hodômetro Total,Horímetro Atual,Horímetro Total,Motivo Power Off,Motivo Power On,ID,ID Report Type,Comando Customizado,Battery Status,Backup Battery Voltage,Network Type,RAT,Band,IGN Trigger Data,GNSS Trigger Type,Position Report Type,GNSS Signal Status,linha_original
2025-06-11 16:29:52,2025-06-11 16:29:51,2025-06-11 16:29:51,867488061438387,16268.0,GTIGF,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,13456.0,0.0,0000,0.0,0.0,12,12.0,58,1.0,3.0,96.0,173.0,-6.809288,-43.01189,724.0,5.0,f79d,0d94b100,0.2,111.7,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,18
2025-06-11 16:29:52,2025-06-11 16:29:51,2025-06-11 16:29:51,867488061438387,16269.0,GTSTT,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,13456.0,0.0,0000,0.0,0.0,12,12.0,-,1.0,3.0,96.0,173.0,-6.809288,-43.01189,724.0,5.0,f79d,0d94b100,0.2,111.7,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,19
2025-06-11 16:29:52,2025-06-11 16:29:51,2025-06-11 16:29:52,867488061438387,16270.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13456.0,0.0,-,0.0,0.0,12,12.0,-,1.0,0.4,94.0,173.0,-6.809284,-43.011883,724.0,5.0,f79d,0d94b100,0.2,111.7,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,7.0,0.0,0.0,10.0,,20
2025-06-11 16:29:52,2025-06-11 16:29:51,2025-06-11 16:29:52,867488061438387,16271.0,GTIGL,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,13456.0,0.0,0000,0.0,0.0,12,12.0,-,1.0,0.4,94.0,173.0,-6.809284,-43.011883,724.0,5.0,f79d,0d94b100,0.2,111.7,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,1.0,,21
2025-06-11 16:30:07,,,867488061438387,16272.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
2025-06-11 16:30:32,2025-06-11 16:30:31,2025-06-11 16:30:31,867488061438387,16273.0,GTSTT,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,12627.0,0.0,0000,0.0,0.0,11,12.0,-,1.0,0.0,94.0,173.0,-6.809271,-43.011872,724.0,5.0,f79d,0d94b100,0.2,111.7,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,23
2025-06-11 16:32:07,,,867488061438387,16275.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24
2025-06-11 16:34:07,,,867488061438387,16277.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25
2025-06-11 16:36:07,,,867488061438387,16279.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
2025-06-11 16:38:07,,,867488061438387,16281.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27
2025-06-11 16:40:07,,,867488061438387,16283.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
2025-06-11 16:42:07,,,867488061438387,16285.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29
2025-06-11 16:44:07,,,867488061438387,16287.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30
2025-06-11 16:46:08,,,867488061438387,16289.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31
2025-06-11 16:48:08,,,867488061438387,16291.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32
2025-06-11 16:50:08,,,867488061438387,16293.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33
2025-06-11 16:52:08,,,867488061438387,16295.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34
2025-06-11 16:54:08,,,867488061438387,16297.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35
2025-06-11 16:56:08,,,867488061438387,16299.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36
2025-06-11 16:58:08,,,867488061438387,16301.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37
2025-06-11 17:00:08,,,867488061438387,16303.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38
2025-06-11 17:02:08,,,867488061438387,16305.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39
2025-06-11 17:04:09,,,867488061438387,16307.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40
2025-06-11 17:06:09,,,867488061438387,16309.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41
2025-06-11 17:08:09,,,867488061438387,16311.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42
2025-06-11 17:10:09,,,867488061438387,16313.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43
2025-06-11 17:12:09,,,867488061438387,16315.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44
2025-06-11 17:14:09,,,867488061438387,16317.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45
2025-06-11 17:16:09,,,867488061438387,16319.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46
2025-06-11 17:18:09,,,867488061438387,16321.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47
2025-06-11 17:20:09,,,867488061438387,16323.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48
2025-06-11 17:22:09,,,867488061438387,16325.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49
2025-06-11 17:24:10,,,867488061438387,16327.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50
2025-06-11 17:26:10,,,867488061438387,16329.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51
2025-06-11 17:28:10,,,867488061438387,16331.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52
2025-06-11 17:29:47,2025-06-11 17:29:46,2025-06-11 17:27:19,867488061438387,16333.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,12612.0,0.0,-,0.0,0.0,11,12.0,-,1.0,0.0,94.0,173.0,-6.809271,-43.011872,724.0,5.0,f79d,0d94b100,0.2,111.7,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,7.0,0.0,0.0,10.0,,53
2025-06-11 17:30:10,,,867488061438387,16334.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54
2025-06-11 17:32:10,,,867488061438387,16336.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55
2025-06-11 17:34:10,,,867488061438387,16338.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56
2025-06-11 17:36:10,,,867488061438387,16340.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57
2025-06-11 17:38:11,,,867488061438387,16342.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58
2025-06-11 17:40:11,,,867488061438387,16344.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59
2025-06-11 17:42:11,,,867488061438387,16346.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60
2025-06-11 17:44:11,,,867488061438387,16348.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61
2025-06-11 17:46:11,,,867488061438387,16350.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62
2025-06-11 17:48:11,,,867488061438387,16352.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63
2025-06-11 17:50:11,,,867488061438387,16354.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64
2025-06-11 17:52:11,,,867488061438387,16356.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65
2025-06-11 17:54:11,,,867488061438387,16358.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66
2025-06-11 17:56:11,,,867488061438387,16360.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67
2025-06-11 17:58:11,,,867488061438387,16362.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68
2025-06-11 18:00:12,,,867488061438387,16364.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69
2025-06-11 18:02:12,,,867488061438387,16366.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70
2025-06-11 18:04:12,,,867488061438387,16368.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71
2025-06-11 18:06:12,,,867488061438387,16370.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72
2025-06-11 18:08:12,,,867488061438387,16372.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73
2025-06-11 18:10:12,,,867488061438387,16374.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74
2025-06-11 18:12:12,,,867488061438387,16376.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75
2025-06-11 18:14:12,,,867488061438387,16378.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76
2025-06-11 18:16:13,,,867488061438387,16380.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77
2025-06-11 18:18:13,,,867488061438387,16382.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78
2025-06-11 18:20:13,,,867488061438387,16384.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79
2025-06-11 18:22:13,,,867488061438387,16386.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80
2025-06-11 18:24:13,,,867488061438387,16388.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81
2025-06-11 18:26:13,,,867488061438387,16390.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82
2025-06-11 18:28:13,,,867488061438387,16392.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83
2025-06-11 18:29:47,2025-06-11 18:29:46,2025-06-11 18:27:20,867488061438387,16394.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,12604.0,0.0,-,0.0,0.0,11,12.0,-,1.0,0.0,94.0,173.0,-6.809271,-43.011872,724.0,5.0,f79d,0d94b100,0.2,111.7,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,7.0,0.0,0.0,10.0,,84
2025-06-11 18:30:13,,,867488061438387,16395.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85
2025-06-11 18:32:13,,,867488061438387,16397.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86
2025-06-11 18:34:13,,,867488061438387,16399.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87
2025-06-11 18:36:14,,,867488061438387,16401.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88
2025-06-11 18:38:14,,,867488061438387,16403.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89
2025-06-11 18:40:14,,,867488061438387,16405.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90
2025-06-11 18:42:14,,,867488061438387,16407.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91
2025-06-11 18:44:14,,,867488061438387,16409.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92
2025-06-11 18:46:14,,,867488061438387,16411.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93
2025-06-11 18:48:14,,,867488061438387,16413.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94
2025-06-11 18:50:14,,,867488061438387,16415.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95
2025-06-11 18:52:14,,,867488061438387,16417.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96
2025-06-11 18:54:14,,,867488061438387,16419.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97
2025-06-11 18:56:15,,,867488061438387,16421.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98
2025-06-11 18:58:15,,,867488061438387,16423.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99
2025-06-11 19:00:15,,,867488061438387,16425.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100
2025-06-11 19:02:15,,,867488061438387,16427.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101
2025-06-11 19:04:15,,,867488061438387,16429.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102
2025-06-11 19:06:15,,,867488061438387,16431.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103
2025-06-11 19:08:15,,,867488061438387,16433.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104
2025-06-11 19:10:15,,,867488061438387,16435.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105
2025-06-11 19:12:15,,,867488061438387,16437.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106
2025-06-11 19:14:16,,,867488061438387,16439.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107
2025-06-11 19:16:16,,,867488061438387,16441.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108
2025-06-11 19:18:16,,,867488061438387,16443.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109
2025-06-11 19:20:16,,,867488061438387,16445.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110
2025-06-11 19:22:16,,,867488061438387,16447.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111
2025-06-11 19:24:16,,,867488061438387,16449.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112
2025-06-11 19:26:16,,,867488061438387,16451.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113
2025-06-11 19:28:16,,,867488061438387,16453.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114
2025-06-11 19:29:47,2025-06-11 19:29:46,2025-06-11 19:27:54,867488061438387,16455.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,12585.0,0.0,-,0.0,0.0,11,12.0,-,1.0,0.0,94.0,173.0,-6.809271,-43.011872,724.0,5.0,f79d,0d94b100,0.2,111.7,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,7.0,0.0,0.0,10.0,,115
2025-06-11 19:30:16,,,867488061438387,16456.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116
2025-06-11 19:32:16,,,867488061438387,16458.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117
2025-06-11 19:34:17,,,867488061438387,16460.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118
2025-06-11 19:36:17,,,867488061438387,16462.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119
2025-06-11 19:38:17,,,867488061438387,16464.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120
2025-06-11 19:40:17,,,867488061438387,16466.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121
2025-06-11 19:42:17,,,867488061438387,16468.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122
2025-06-11 19:44:17,,,867488061438387,16470.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123
2025-06-11 19:46:17,,,867488061438387,16472.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124
2025-06-11 19:48:17,,,867488061438387,16474.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125
2025-06-11 19:50:17,,,867488061438387,16476.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126
2025-06-11 19:52:18,,,867488061438387,16478.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127
2025-06-11 19:54:18,,,867488061438387,16480.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128
2025-06-11 19:56:18,,,867488061438387,16482.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129
2025-06-11 19:58:18,,,867488061438387,16484.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130
2025-06-11 20:00:18,,,867488061438387,16486.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131
2025-06-11 20:02:18,,,867488061438387,16488.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132
2025-06-11 20:04:18,,,867488061438387,16490.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133
2025-06-11 20:06:18,,,867488061438387,16492.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134
2025-06-11 20:08:18,,,867488061438387,16494.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135
2025-06-11 20:10:18,,,867488061438387,16496.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136
2025-06-11 20:12:19,,,867488061438387,16498.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137
2025-06-11 20:14:19,,,867488061438387,16500.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138
2025-06-11 20:16:19,,,867488061438387,16502.0,HBD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139
