Data/Hora Inclusão,Data/Hora Evento,GNSS UTC Time,IMEI,Sequência,Tipo Mensagem,Máscara Report,Máscara ERI,Tipo Dispositivo,Versão Protocolo,Versão Firmware,Bateria Interna,Alimentação Externa,Analog Input Mode,Analog Input1 Voltage,Digital Input Status,Digital Output Status,Motion Status,Satélites,Duração da Ignição,Precisão GNSS,Velocidade,Azimuth,Altitude,Latitude,Longitude,MCC,MNC,LAC,Cell ID,Hodômetro Atual,Hodômetro Total,Horímetro Atual,Horímetro Total,Motivo Power Off,Motivo Power On,ID,ID Report Type,Comando Customizado,Battery Status,Backup Battery Voltage,Network Type,RAT,Band,IGN Trigger Data,GNSS Trigger Type,Position Report Type,GNSS Signal Status,Linha Original
2025-06-11 17:11:13,2025-06-11 17:10:09,2025-06-11 17:10:09,867488061395116,2157.0,GTPDP,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,12534.0,0.0,0000,1.0,0.0,22,12.0,-,1.0,3.4,311.0,50.0,-32.218911,-53.039613,724.0,5.0,a05d,08165a0b,0.1,231.0,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,27
2025-06-11 17:11:37,2025-06-11 17:10:10,2025-06-11 17:10:11,867488061395116,2158.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,12534.0,0.0,-,1.0,0.0,22,12.0,-,1.0,6.6,284.0,50.0,-32.218904,-53.039634,724.0,5.0,a05d,08165a0b,0.1,231.0,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,28.0,0.0,0.0,11.0,,36
2025-06-11 17:11:38,2025-06-11 17:10:13,2025-06-11 17:10:14,867488061395116,2159.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,12590.0,0.0,-,1.0,0.0,22,12.0,-,1.0,31.0,243.0,51.0,-32.21894,-53.039801,724.0,5.0,a05d,08165a0b,0.1,231.0,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,28.0,0.0,0.0,11.0,,37
2025-06-11 17:12:41,2025-06-11 17:12:40,2025-06-11 17:12:40,867488061395116,2160.0,GTBTC,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,13990.0,0.0,0000,1.0,0.0,22,12.0,-,1.0,0.0,243.0,28.0,-32.235421,-53.060362,724.0,5.0,a05d,08197c0e,2.8,233.6,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,38
2025-06-11 17:12:48,2025-06-11 17:12:47,2025-06-11 17:12:46,867488061395116,2161.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13925.0,0.0,-,1.0,0.0,22,12.0,-,1.0,0.0,243.0,28.0,-32.235421,-53.060362,724.0,5.0,a05d,08197c0e,2.8,233.6,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,3.0,0.0,0.0,10.0,,39
2025-06-11 17:15:10,2025-06-11 17:15:09,2025-06-11 17:15:10,867488061395116,2164.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,14394.0,0.0,-,1.0,0.0,22,12.0,-,1.0,38.4,278.0,20.0,-32.243374,-53.068822,724.0,5.0,a05d,08197c0e,4.0,234.8,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,3.0,0.0,0.0,11.0,,42
2025-06-11 17:15:14,2025-06-11 17:15:13,2025-06-11 17:15:14,867488061395116,2165.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13953.0,0.0,-,1.0,0.0,22,12.0,-,1.0,45.8,308.0,21.0,-32.24314,-53.069254,724.0,5.0,a05d,08197c0e,4.0,234.9,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,3.0,0.0,0.0,11.0,,43
2025-06-11 17:15:48,2025-06-11 17:15:47,2025-06-11 17:15:46,867488061395116,2166.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13877.0,0.0,-,1.0,0.0,22,12.0,-,1.0,30.0,300.0,29.0,-32.241648,-53.071648,724.0,5.0,a05d,08197c0e,4.3,235.2,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,3.0,0.0,0.0,10.0,,44
2025-06-11 17:15:52,2025-06-11 17:15:51,2025-06-11 17:15:52,867488061395116,2167.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13945.0,0.0,-,1.0,0.0,22,12.0,-,1.0,17.2,251.0,30.0,-32.241497,-53.072042,724.0,5.0,a05d,08197c0e,4.4,235.2,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,3.0,0.0,0.0,11.0,,45
2025-06-11 17:15:53,2025-06-11 17:15:52,2025-06-11 17:15:53,867488061395116,2168.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13945.0,0.0,-,1.0,0.0,22,12.0,-,1.0,14.8,218.0,30.0,-32.241521,-53.072075,724.0,5.0,a05d,08197c0e,4.4,235.2,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,3.0,0.0,0.0,11.0,,46
2025-06-11 17:16:29,2025-06-11 17:16:28,2025-06-11 17:16:29,867488061395116,2169.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13427.0,0.0,-,1.0,0.0,22,12.0,-,1.0,21.7,259.0,29.0,-32.243568,-53.073756,724.0,5.0,a05d,08197c0e,4.6,235.5,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,3.0,0.0,0.0,11.0,,47
2025-06-11 17:16:31,2025-06-11 17:16:30,2025-06-11 17:16:31,867488061395116,2170.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13864.0,0.0,-,1.0,0.0,22,12.0,-,1.0,29.2,299.0,28.0,-32.243534,-53.073899,724.0,5.0,a05d,08197c0e,4.7,235.5,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,3.0,0.0,0.0,11.0,,48
2025-06-11 17:17:03,2025-06-11 17:17:02,2025-06-11 17:17:03,867488061395116,2171.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13906.0,0.0,-,1.0,0.0,22,12.0,-,1.0,13.0,261.0,31.0,-32.241655,-53.077896,724.0,5.0,a05d,08197c0e,5.1,235.9,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,3.0,0.0,0.0,11.0,,49
2025-06-11 17:17:06,2025-06-11 17:17:05,2025-06-11 17:17:06,867488061395116,2172.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13906.0,0.0,-,1.0,0.0,22,12.0,-,1.0,3.8,223.0,31.0,-32.241683,-53.077942,724.0,5.0,a05d,08197c0e,5.1,235.9,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,3.0,0.0,0.0,11.0,,50
2025-06-11 17:17:48,2025-06-11 17:17:25,2025-06-11 17:17:26,867488061395116,2174.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13937.0,0.0,-,1.0,0.0,22,12.0,-,1.0,19.1,189.0,29.0,-32.242924,-53.078661,724.0,5.0,a05d,08197c0e,5.2,236.1,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,3.0,0.0,0.0,11.0,,53
2025-06-11 17:17:48,2025-06-11 17:17:27,2025-06-11 17:17:28,867488061395116,2175.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13937.0,0.0,-,1.0,0.0,22,12.0,-,1.0,13.4,136.0,29.0,-32.242996,-53.078629,724.0,5.0,a05d,08197c0e,5.3,236.1,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,3.0,0.0,0.0,11.0,,54
2025-06-11 17:17:49,2025-06-11 17:17:27,2025-06-11 17:17:28,867488061395116,2176.0,GTIGF,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,13937.0,0.0,0000,0.0,0.0,12,12.0,468,0.0,13.4,136.0,29.0,-32.242996,-53.078629,724.0,5.0,a05d,08197c0e,5.3,236.1,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,55
2025-06-11 17:17:49,2025-06-11 17:17:27,2025-06-11 17:17:28,867488061395116,2177.0,GTSTT,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,13937.0,0.0,0000,0.0,0.0,12,12.0,-,0.0,13.4,136.0,29.0,-32.242996,-53.078629,724.0,5.0,a05d,08197c0e,5.3,236.1,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,56
2025-06-11 17:17:50,2025-06-11 17:17:28,2025-06-11 17:17:28,867488061395116,2178.0,GTSTC,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,13937.0,0.0,0000,0.0,0.0,12,12.0,-,0.0,13.4,136.0,29.0,-32.242996,-53.078629,724.0,5.0,a05d,08197c0e,5.3,236.1,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,57
2025-06-11 17:17:50,2025-06-11 17:17:28,2025-06-11 17:17:29,867488061395116,2179.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13937.0,0.0,-,0.0,0.0,12,12.0,-,1.0,10.3,119.0,29.0,-32.243011,-53.078601,724.0,5.0,a05d,08197c0e,5.3,236.1,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,3.0,0.0,0.0,10.0,,58
2025-06-11 17:17:51,2025-06-11 17:17:28,2025-06-11 17:17:29,867488061395116,2180.0,GTIGL,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,13937.0,0.0,0000,0.0,0.0,12,12.0,-,1.0,10.3,119.0,29.0,-32.243011,-53.078601,724.0,5.0,a05d,08197c0e,5.3,236.1,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,1.0,,59
2025-06-11 17:18:12,2025-06-11 17:18:11,2025-06-11 17:18:11,867488061395116,2181.0,GTSTT,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,12807.0,0.0,0000,0.0,0.0,11,12.0,-,1.0,0.0,119.0,30.0,-32.243019,-53.078578,724.0,5.0,a05d,08197c0e,5.3,236.1,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,60
2025-06-11 17:25:57,2025-06-11 17:25:56,2025-06-11 17:22:28,867488061395116,2186.0,GTIGN,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,12854.0,0.0,0000,1.0,0.0,22,12.0,509,0.0,0.0,119.0,30.0,-32.243019,-53.078578,724.0,5.0,a05d,08197c0e,0.0,236.1,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,65
2025-06-11 17:25:57,2025-06-11 17:25:56,2025-06-11 17:22:28,867488061395116,2187.0,GTSTT,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,12854.0,0.0,0000,1.0,0.0,22,12.0,-,0.0,0.0,119.0,30.0,-32.243019,-53.078578,724.0,5.0,a05d,08197c0e,0.0,236.1,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,66
2025-06-11 17:26:05,2025-06-11 17:26:04,2025-06-11 17:26:05,867488061395116,2188.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,12222.0,0.0,-,1.0,0.0,22,12.0,-,1.0,5.4,286.0,37.0,-32.242972,-53.078631,724.0,5.0,a05d,08197c0e,0.0,236.1,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,3.0,0.0,0.0,10.0,,67
2025-06-11 17:26:05,2025-06-11 17:26:04,2025-06-11 17:26:05,867488061395116,2189.0,GTIGL,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,12222.0,0.0,0000,1.0,0.0,22,12.0,-,1.0,5.4,286.0,37.0,-32.242972,-53.078631,724.0,5.0,a05d,08197c0e,0.0,236.1,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,0.0,,68
2025-06-11 17:26:07,2025-06-11 17:26:06,2025-06-11 17:26:07,867488061395116,2190.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13757.0,0.0,-,1.0,0.0,22,12.0,-,1.0,3.2,240.0,35.0,-32.242994,-53.078653,724.0,5.0,a05d,08197c0e,0.0,236.1,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,3.0,0.0,0.0,11.0,,69
2025-06-11 17:26:08,2025-06-11 17:26:07,2025-06-11 17:26:08,867488061395116,2191.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13757.0,0.0,-,1.0,0.0,22,12.0,-,1.0,3.5,338.0,34.0,-32.242994,-53.078653,724.0,5.0,a05d,08197c0e,0.0,236.1,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,3.0,0.0,0.0,11.0,,70
2025-06-11 17:26:11,2025-06-11 17:26:10,2025-06-11 17:26:11,867488061395116,2192.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13837.0,0.0,-,1.0,0.0,22,12.0,-,1.0,12.1,11.0,32.0,-32.242923,-53.07864,724.0,5.0,a05d,08197c0e,0.0,236.1,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,3.0,0.0,0.0,11.0,,71
2025-06-11 17:27:25,2025-06-11 17:27:24,2025-06-11 17:27:25,867488061395116,2194.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13965.0,0.0,-,1.0,0.0,22,12.0,-,1.0,12.9,318.0,31.0,-32.239729,-53.076756,724.0,5.0,a05d,08197c0e,0.4,236.5,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,3.0,0.0,0.0,11.0,,73
2025-06-11 17:27:28,2025-06-11 17:27:27,2025-06-11 17:27:28,867488061395116,2195.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,12669.0,0.0,-,1.0,0.0,22,12.0,-,1.0,22.9,287.0,31.0,-32.239671,-53.076899,724.0,5.0,a05d,08197c0e,0.4,236.5,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,3.0,0.0,0.0,11.0,,74
2025-06-11 17:28:59,2025-06-11 17:28:58,2025-06-11 17:28:58,867488061395116,2196.0,GTBTC,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,12494.0,0.0,0000,1.0,0.0,22,12.0,-,1.0,50.5,286.0,35.0,-32.238041,-53.08346,724.0,5.0,a05d,08197c0e,1.0,237.1,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,75
2025-06-11 17:29:04,2025-06-11 17:29:04,2025-06-11 17:29:03,867488061395116,2197.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,14402.0,0.0,-,1.0,0.0,22,12.0,-,1.0,42.1,286.0,35.0,-32.237881,-53.084111,724.0,5.0,a05d,08197c0e,1.1,237.2,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,3.0,0.0,0.0,10.0,,76
2025-06-11 17:29:29,2025-06-11 17:29:27,2025-06-11 17:29:28,867488061395116,2199.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,12881.0,0.0,-,1.0,0.0,22,12.0,-,1.0,15.9,335.0,35.0,-32.237386,-53.085911,724.0,5.0,a05d,08197c0e,1.3,237.4,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,3.0,0.0,0.0,11.0,,78
2025-06-11 17:29:29,2025-06-11 17:29:28,2025-06-11 17:29:29,867488061395116,2200.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,12881.0,0.0,-,1.0,0.0,22,12.0,-,1.0,16.2,9.0,35.0,-32.237346,-53.08591,724.0,5.0,a05d,08197c0e,1.3,237.4,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,3.0,0.0,0.0,11.0,,79
2025-06-11 17:29:50,2025-06-11 17:29:49,2025-06-11 17:29:49,867488061395116,2201.0,GTIGF,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,13879.0,0.0,0000,0.0,0.0,12,12.0,233,1.0,8.5,15.0,36.0,-32.235807,-53.085392,724.0,5.0,a05d,08197c0d,1.5,237.6,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,80
2025-06-11 17:29:50,2025-06-11 17:29:49,2025-06-11 17:29:49,867488061395116,2202.0,GTSTT,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,13879.0,0.0,0000,0.0,0.0,12,12.0,-,1.0,8.5,15.0,36.0,-32.235807,-53.085392,724.0,5.0,a05d,08197c0d,1.5,237.6,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,81
2025-06-11 17:29:50,2025-06-11 17:29:49,2025-06-11 17:29:50,867488061395116,2203.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13879.0,0.0,-,0.0,0.0,12,12.0,-,1.0,4.8,15.0,36.0,-32.235792,-53.085389,724.0,5.0,a05d,08197c0d,1.5,237.6,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,3.0,0.0,0.0,10.0,,82
2025-06-11 17:29:51,2025-06-11 17:29:49,2025-06-11 17:29:50,867488061395116,2204.0,GTIGL,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,13879.0,0.0,0000,0.0,0.0,12,12.0,-,1.0,4.8,15.0,36.0,-32.235792,-53.085389,724.0,5.0,a05d,08197c0d,1.5,237.6,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,1.0,,83
2025-06-11 17:29:51,2025-06-11 17:29:50,2025-06-11 17:29:50,867488061395116,2205.0,GTSTC,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,13879.0,0.0,0000,0.0,0.0,12,12.0,-,0.0,4.8,15.0,36.0,-32.235792,-53.085389,724.0,5.0,a05d,08197c0d,1.5,237.6,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,84
2025-06-11 17:30:31,2025-06-11 17:30:31,2025-06-11 17:30:31,867488061395116,2206.0,GTSTT,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,12793.0,0.0,0000,0.0,0.0,11,12.0,-,1.0,0.0,15.0,36.0,-32.235784,-53.085389,724.0,5.0,a05d,08197c0d,1.5,237.6,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,85
2025-06-11 17:33:55,2025-06-11 17:33:54,2025-06-11 17:33:54,867488061395116,2209.0,GTIGN,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,12759.0,0.0,0000,1.0,0.0,22,12.0,245,1.0,0.0,15.0,36.0,-32.235784,-53.085389,724.0,5.0,a05d,08197c0d,0.0,237.6,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,88
2025-06-11 17:33:55,2025-06-11 17:33:54,2025-06-11 17:33:54,867488061395116,2210.0,GTSTT,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,12759.0,0.0,0000,1.0,0.0,22,12.0,-,1.0,0.0,15.0,36.0,-32.235784,-53.085389,724.0,5.0,a05d,08197c0d,0.0,237.6,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,89
2025-06-11 17:33:55,2025-06-11 17:33:54,2025-06-11 17:33:55,867488061395116,2211.0,GTIGL,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,12759.0,0.0,0000,1.0,0.0,22,12.0,-,1.0,0.0,15.0,36.0,-32.235784,-53.085389,724.0,5.0,a05d,08197c0d,0.0,237.6,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,0.0,,90
2025-06-11 17:33:59,2025-06-11 17:33:58,2025-06-11 17:33:59,867488061395116,2212.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,12419.0,0.0,-,1.0,0.0,22,12.0,-,1.0,14.1,9.0,35.0,-32.23577,-53.085386,724.0,5.0,a05d,08197c0d,0.0,237.6,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,3.0,0.0,0.0,10.0,,91
2025-06-11 17:35:23,2025-06-11 17:35:22,2025-06-11 17:35:23,867488061395116,2214.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13174.0,0.0,-,1.0,0.0,22,12.0,-,1.0,12.9,42.0,56.0,-32.228701,-53.083121,724.0,5.0,a05d,08197c0d,0.8,238.4,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,3.0,0.0,0.0,11.0,,93
2025-06-11 17:35:25,2025-06-11 17:35:24,2025-06-11 17:35:25,867488061395116,2215.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13306.0,0.0,-,1.0,0.0,22,12.0,-,1.0,14.1,90.0,55.0,-32.228685,-53.083049,724.0,5.0,a05d,08197c0d,0.8,238.4,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,3.0,0.0,0.0,11.0,,94
2025-06-11 17:35:42,2025-06-11 17:35:41,2025-06-11 17:35:42,867488061395116,2216.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13843.0,0.0,-,1.0,0.0,22,12.0,-,1.0,6.7,52.0,55.0,-32.228875,-53.081963,724.0,5.0,a05d,08197c0d,0.9,238.5,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,3.0,0.0,0.0,11.0,,95
2025-06-11 17:35:45,2025-06-11 17:35:44,2025-06-11 17:35:45,867488061395116,2217.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13843.0,0.0,-,1.0,0.0,22,12.0,-,1.0,3.2,179.0,55.0,-32.228875,-53.081964,724.0,5.0,a05d,08197c0d,0.9,238.5,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,3.0,0.0,0.0,11.0,,96
2025-06-11 17:35:47,2025-06-11 17:35:46,2025-06-11 17:35:47,867488061395116,2218.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13909.0,0.0,-,1.0,0.0,22,12.0,-,1.0,6.0,26.0,55.0,-32.228861,-53.081959,724.0,5.0,a05d,08197c0d,0.9,238.5,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,3.0,0.0,0.0,11.0,,97
2025-06-11 17:35:49,2025-06-11 17:35:49,2025-06-11 17:35:49,867488061395116,2219.0,GTIGF,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,13909.0,0.0,0000,0.0,0.0,12,12.0,114,1.0,6.3,30.0,55.0,-32.228836,-53.081943,724.0,5.0,a05d,08197c0d,0.9,238.5,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,98
