data/hora inclusão,data/hora evento,gnss utc time,imei,sequência,tipo mensagem,máscara report,máscara eri,tipo dispositivo,versão protocolo,versão firmware,bateria interna,alimentação externa,analog input mode,analog input1 voltage,digital input status,digital output status,motion status,satélites,duração da ignição,precisão gnss,velocidade,azimuth,altitude,latitude,longitude,mcc,mnc,lac,cell id,hodômetro atual,hodômetro total,horímetro atual,horímetro total,motivo power off,motivo power on,id,id report type,comando customizado,battery status,backup battery voltage,network type,rat,band,ign trigger data,gnss trigger type,position report type,gnss signal status,linha_arquivo,linha_arquivo_original
2025-06-30 08:51:55,2025-06-30 08:51:56,2025-06-30 08:16:03,867488061438379,429.0,GTIGN,0x09fe7fbf,,802003,0x0a04,0x0a14,100,12127,0000,0000,01,00,22,10,1,00,0.0,315,898,-22.94468,-47.032932,0724,0010,c3c7,0dc1a416,0.0,4087.5,0:00:00,0:00:00,-,-,0,-,,,,,,,,,,,15601,15601
2025-06-30 08:51:56,2025-06-30 08:51:56,2025-06-30 08:16:03,867488061438379,430.0,GTSTT,0x09fe7fbf,,802003,0x0a04,0x0a14,100,12127,0000,0000,01,00,22,10,-,00,0.0,315,898,-22.94468,-47.032932,0724,0010,c3c7,0dc1a416,0.0,4087.5,0:00:00,0:00:00,-,-,0,-,,,,,,,,,,,15602,15602
2025-06-30 08:52:04,2025-06-30 08:52:04,2025-06-30 08:52:04,867488061438379,431.0,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,11586,0000,-,01,00,22,7,-,01,0.0,315,532,-22.947334,-47.028829,0724,0010,c3c7,0dc1a416,0.0,4087.5,0:00:00,0:00:00,-,-,0,-,,,,,04,3,00000000,00,10,,15603,15603
2025-06-30 08:52:04,2025-06-30 08:52:04,2025-06-30 08:52:04,867488061438379,432.0,GTIGL,0x09fe7fbf,,802003,0x0a04,0x0a14,100,11586,0000,0000,01,00,22,7,-,01,0.0,315,532,-22.947334,-47.028829,0724,0010,c3c7,0dc1a416,0.0,4087.5,0:00:00,0:00:00,-,-,0,-,,,,,,,,,00,,15604,15604
2025-06-30 08:52:04,2025-06-30 08:52:04,2025-06-30 08:52:04,867488061438379,433.0,GTIGL,0x09fe7fbf,,802003,0x0a04,0x0a14,100,11586,0000,0000,01,00,22,7,-,01,0.0,315,532,-22.947334,-47.028829,0724,0010,c3c7,0dc1a416,0.0,4087.5,0:00:00,0:00:00,-,-,0,-,,,,,,,,,01,,15605,15605
2025-06-30 08:52:05,2025-06-30 08:52:04,2025-06-30 08:52:04,867488061438379,434.0,GTIGL,0x09fe7fbf,,802003,0x0a04,0x0a14,100,11586,0000,0000,01,00,22,7,-,01,0.0,315,532,-22.947334,-47.028829,0724,0010,c3c7,0dc1a416,0.0,4087.5,0:00:00,0:00:00,-,-,0,-,,,,,,,,,00,,15606,15606
2025-06-30 08:53:13,2025-06-30 08:53:13,2025-06-30 08:53:13,867488061438379,435.0,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,15255,0000,-,01,00,22,12,-,01,5.3,267,595,-22.945788,-47.030125,0724,0010,c3c7,0dc56a33,0.0,4087.5,0:00:00,0:00:00,-,-,0,-,,,,,04,28,00000000,00,11,,15607,15607
2025-06-30 08:53:19,2025-06-30 08:53:19,2025-06-30 08:53:19,867488061438379,436.0,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,15344,0000,-,01,00,22,12,-,01,4.4,299,616,-22.945259,-47.030554,0724,0010,c3c7,0dc56a33,0.1,4087.5,0:00:00,0:00:00,-,-,0,-,,,,,04,28,00000000,00,11,,15608,15608
2025-06-30 08:55:01,2025-06-30 08:55:01,2025-06-30 08:54:59,867488061438379,439.0,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,15370,0000,-,01,00,22,12,-,01,0.0,299,710,-22.94438,-47.030821,0724,0010,c3c7,0dc56a03,0.2,4087.6,0:00:00,0:00:00,-,-,0,-,,,,,04,7,00000000,00,10,,15610,15610
2025-06-30 08:57:17,2025-06-30 08:57:17,2025-06-30 08:57:17,867488061438379,442.0,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,15091,0000,-,01,00,22,12,-,01,7.0,136,776,-22.944171,-47.030847,0724,0010,c3c7,0dc56a33,0.2,4087.6,0:00:00,0:00:00,-,-,0,-,,,,,04,28,00000000,00,11,,15612,15612
2025-06-30 08:58:01,2025-06-30 08:58:01,2025-06-30 08:58:00,867488061438379,445.0,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,15380,0000,-,01,00,22,12,-,01,0.0,136,778,-22.944187,-47.030784,0724,0010,c3c7,0dc56a33,0.2,4087.6,0:00:00,0:00:00,-,-,0,-,,,,,04,28,00000000,00,10,,15614,15614
2025-06-30 08:59:06,2025-06-30 08:59:06,2025-06-30 08:59:06,867488061438379,446.0,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,15288,0000,-,01,00,22,12,-,01,6.5,275,779,-22.944184,-47.030791,0724,0010,c3c7,0dc56a33,0.2,4087.6,0:00:00,0:00:00,-,-,0,-,,,,,04,28,00000000,00,11,,15615,15615
2025-06-30 08:59:09,2025-06-30 08:59:09,2025-06-30 08:59:09,867488061438379,447.0,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,15385,0000,-,01,00,22,12,-,01,12.3,308,779,-22.944129,-47.030869,0724,0010,c3c7,0dc56a33,0.2,4087.6,0:00:00,0:00:00,-,-,0,-,,,,,04,28,00000000,00,11,,15616,15616
2025-06-30 09:01:01,2025-06-30 09:01:01,2025-06-30 09:00:59,867488061438379,450.0,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,15356,0000,-,01,00,22,12,-,01,0.8,308,783,-22.944064,-47.030904,0724,0010,c3c7,0dc56a33,0.2,4087.6,0:00:00,0:00:00,-,-,0,-,,,,,04,28,00000000,00,10,,15618,15618
2025-06-30 09:04:01,2025-06-30 09:04:01,2025-06-30 09:03:59,867488061438379,455.0,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,15300,0000,-,01,00,22,12,-,01,30.9,311,709,-22.931358,-47.041911,0724,0010,c3c7,0dbd6702,2.0,4089.5,0:00:00,0:00:00,-,-,0,-,,,,,04,7,00000000,00,10,,15621,15621
2025-06-30 09:04:54,2025-06-30 09:04:54,2025-06-30 09:04:54,867488061438379,456.0,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,15261,0000,-,01,00,22,12,-,01,13.0,344,706,-22.931044,-47.042245,0724,0010,c3c7,0dbd6702,2.0,4089.5,0:00:00,0:00:00,-,-,0,-,,,,,04,7,00000000,00,11,,15622,15622
2025-06-30 09:04:55,2025-06-30 09:04:55,2025-06-30 09:04:55,867488061438379,457.0,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,15261,0000,-,01,00,22,12,-,01,11.7,19,706,-22.931018,-47.042233,0724,0010,c3c7,0dbd6702,2.0,4089.5,0:00:00,0:00:00,-,-,0,-,,,,,04,7,00000000,00,11,,15623,15623
2025-06-30 09:04:56,2025-06-30 09:04:56,2025-06-30 09:04:56,867488061438379,458.0,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,15261,0000,-,01,00,22,12,-,01,15.1,57,705,-22.931002,-47.042198,0724,0010,c3c7,0dbd6702,2.0,4089.5,0:00:00,0:00:00,-,-,0,-,,,,,04,7,00000000,00,11,,15624,15624
2025-06-30 09:04:58,2025-06-30 09:04:58,2025-06-30 09:04:58,867488061438379,459.0,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,15261,0000,-,01,00,22,12,-,01,24.4,90,705,-22.931,-47.04208,0724,0010,c3c7,0dbd6702,2.0,4089.5,0:00:00,0:00:00,-,-,0,-,,,,,04,7,00000000,00,11,,15625,15625
2025-06-30 09:05:15,2025-06-30 09:05:15,2025-06-30 09:05:15,867488061438379,460.0,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,15287,0000,-,01,00,22,12,-,01,5.9,48,703,-22.931035,-47.041543,0724,0010,c3c7,0dbd6702,2.1,4089.6,0:00:00,0:00:00,-,-,0,-,,,,,04,7,00000000,00,11,,15626,15626
2025-06-30 09:05:17,2025-06-30 09:05:17,2025-06-30 09:05:17,867488061438379,461.0,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,15364,0000,-,01,00,22,12,-,01,8.8,348,703,-22.931003,-47.041537,0724,0010,c3c7,0dbd6702,2.1,4089.6,0:00:00,0:00:00,-,-,0,-,,,,,04,7,00000000,00,11,,15627,15627
2025-06-30 09:05:18,2025-06-30 09:05:18,2025-06-30 09:05:18,867488061438379,462.0,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,15364,0000,-,01,00,22,12,-,01,15.6,310,703,-22.93098,-47.04157,0724,0010,c3c7,0dbd6702,2.1,4089.6,0:00:00,0:00:00,-,-,0,-,,,,,04,7,00000000,00,11,,15628,15628
2025-06-30 09:05:20,2025-06-30 09:05:20,2025-06-30 09:05:20,867488061438379,465.0,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,15364,0000,-,01,00,22,12,-,01,33.1,278,702,-22.93095,-47.041721,0724,0010,c3c7,0dbd6702,2.1,4089.6,0:00:00,0:00:00,-,-,0,-,,,,,04,7,00000000,00,11,,15630,15630
2025-06-30 09:05:28,2025-06-30 09:05:28,2025-06-30 09:05:28,867488061438379,466.0,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,15269,0000,-,01,00,22,12,-,01,6.7,308,701,-22.93085,-47.042205,0724,0010,c3c7,0dbd6702,2.2,4089.6,0:00:00,0:00:00,-,-,0,-,,,,,04,7,00000000,00,11,,15631,15631
2025-06-30 09:05:42,2025-06-30 09:05:42,2025-06-30 09:05:41,867488061438379,467.0,GTIGF,0x09fe7fbf,,802003,0x0a04,0x0a14,100,15182,0000,0000,00,00,12,12,827,01,0.0,308,701,-22.930787,-47.042222,0724,0010,c3c7,0dbd6702,2.2,4089.6,0:00:00,0:00:00,-,-,0,-,,,,,,,,,,,15632,15632
2025-06-30 09:05:42,2025-06-30 09:05:42,2025-06-30 09:05:41,867488061438379,468.0,GTSTT,0x09fe7fbf,,802003,0x0a04,0x0a14,100,15182,0000,0000,00,00,12,12,-,01,0.0,308,701,-22.930787,-47.042222,0724,0010,c3c7,0dbd6702,2.2,4089.6,0:00:00,0:00:00,-,-,0,-,,,,,,,,,,,15633,15633
2025-06-30 09:05:42,2025-06-30 09:05:42,2025-06-30 09:05:42,867488061438379,469.0,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,15327,0000,-,00,00,12,12,-,01,0.0,308,701,-22.930787,-47.042222,0724,0010,c3c7,0dbd6702,2.2,4089.6,0:00:00,0:00:00,-,-,0,-,,,,,04,7,00000000,00,10,,15634,15634
2025-06-30 09:05:43,2025-06-30 09:05:42,2025-06-30 09:05:42,867488061438379,470.0,GTIGL,0x09fe7fbf,,802003,0x0a04,0x0a14,100,15327,0000,0000,00,00,12,12,-,01,0.0,308,701,-22.930787,-47.042222,0724,0010,c3c7,0dbd6702,2.2,4089.6,0:00:00,0:00:00,-,-,0,-,,,,,,,,,01,,15635,15635
2025-06-30 09:06:48,2025-06-30 09:06:48,2025-06-30 09:06:47,867488061438379,471.0,GTSTT,0x09fe7fbf,,802003,0x0a04,0x0a14,100,12711,0000,0000,00,00,11,12,-,01,0.0,308,701,-22.930787,-47.042222,0724,0010,c3c7,0dbd6702,2.2,4089.6,0:00:00,0:00:00,-,-,0,-,,,,,,,,,,,15636,15636
2025-06-30 09:10:44,2025-06-30 09:10:44,2025-06-30 09:10:41,867488061438379,476.0,GTIGN,0x09fe7fbf,,802003,0x0a04,0x0a14,100,12524,0000,0000,00,00,22,12,302,00,0.0,308,701,-22.930787,-47.042222,0724,0010,c3c7,0dbd6702,0.0,4089.6,0:00:00,0:00:00,-,-,0,-,,,,,,,,,,,15639,15639
2025-06-30 09:10:44,2025-06-30 09:10:44,2025-06-30 09:10:41,867488061438379,477.0,GTSTT,0x09fe7fbf,,802003,0x0a04,0x0a14,100,12524,0000,0000,00,00,22,12,-,00,0.0,308,701,-22.930787,-47.042222,0724,0010,c3c7,0dbd6702,0.0,4089.6,0:00:00,0:00:00,-,-,0,-,,,,,,,,,,,15640,15640
2025-06-30 09:10:45,2025-06-30 09:10:45,2025-06-30 09:10:41,867488061438379,478.0,GTIGF,0x09fe7fbf,,802003,0x0a04,0x0a14,100,12636,0000,0000,00,00,12,12,1,00,0.0,308,701,-22.930787,-47.042222,0724,0010,c3c7,0dbd6702,0.0,4089.6,0:00:00,0:00:00,-,-,0,-,,,,,,,,,,,15641,15641
2025-06-30 09:10:46,2025-06-30 09:10:45,2025-06-30 09:10:41,867488061438379,479.0,GTSTT,0x09fe7fbf,,802003,0x0a04,0x0a14,100,12636,0000,0000,00,00,12,12,-,00,0.0,308,701,-22.930787,-47.042222,0724,0010,c3c7,0dbd6702,0.0,4089.6,0:00:00,0:00:00,-,-,0,-,,,,,,,,,,,15642,15642
2025-06-30 09:10:46,2025-06-30 09:10:45,2025-06-30 09:10:41,867488061438379,480.0,GTIGN,0x09fe7fbf,,802003,0x0a04,0x0a14,100,12636,0000,0000,01,00,22,12,0,00,0.0,308,701,-22.930787,-47.042222,0724,0010,c3c7,0dbd6702,0.0,4089.6,0:00:00,0:00:00,-,-,0,-,,,,,,,,,,,15643,15643
2025-06-30 09:10:47,2025-06-30 09:10:45,2025-06-30 09:10:41,867488061438379,481.0,GTSTT,0x09fe7fbf,,802003,0x0a04,0x0a14,100,12636,0000,0000,01,00,22,12,-,00,0.0,308,701,-22.930787,-47.042222,0724,0010,c3c7,0dbd6702,0.0,4089.6,0:00:00,0:00:00,-,-,0,-,,,,,,,,,,,15644,15644
2025-06-30 09:10:54,2025-06-30 09:10:54,2025-06-30 09:10:54,867488061438379,482.0,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,12145,0000,-,01,00,22,12,-,01,0.0,308,675,-22.930833,-47.042255,0724,0010,c3c7,0dbd6702,0.0,4089.6,0:00:00,0:00:00,-,-,0,-,,,,,04,7,00000000,00,10,,15645,15645
2025-06-30 09:10:54,2025-06-30 09:10:54,2025-06-30 09:10:54,867488061438379,483.0,GTIGL,0x09fe7fbf,,802003,0x0a04,0x0a14,100,12145,0000,0000,01,00,22,12,-,01,0.0,308,675,-22.930833,-47.042255,0724,0010,c3c7,0dbd6702,0.0,4089.6,0:00:00,0:00:00,-,-,0,-,,,,,,,,,00,,15646,15646
2025-06-30 09:10:55,2025-06-30 09:10:54,2025-06-30 09:10:54,867488061438379,484.0,GTIGL,0x09fe7fbf,,802003,0x0a04,0x0a14,100,12145,0000,0000,01,00,22,12,-,01,0.0,308,675,-22.930833,-47.042255,0724,0010,c3c7,0dbd6702,0.0,4089.6,0:00:00,0:00:00,-,-,0,-,,,,,,,,,01,,15647,15647
2025-06-30 09:10:55,2025-06-30 09:10:54,2025-06-30 09:10:54,867488061438379,485.0,GTIGL,0x09fe7fbf,,802003,0x0a04,0x0a14,100,12145,0000,0000,01,00,22,12,-,01,0.0,308,675,-22.930833,-47.042255,0724,0010,c3c7,0dbd6702,0.0,4089.6,0:00:00,0:00:00,-,-,0,-,,,,,,,,,00,,15648,15648
2025-06-30 09:11:18,2025-06-30 09:11:18,2025-06-30 09:11:18,867488061438379,486.0,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,15266,0000,-,01,00,22,12,-,01,10.5,349,697,-22.930595,-47.042499,0724,0010,c3c7,0dbd6702,0.0,4089.6,0:00:00,0:00:00,-,-,0,-,,,,,04,7,00000000,00,11,,15649,15649
2025-06-30 09:11:20,2025-06-30 09:11:20,2025-06-30 09:11:20,867488061438379,487.0,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,15266,0000,-,01,00,22,12,-,01,20.0,36,698,-22.930548,-47.04244,0724,0010,c3c7,0dbd67f1,0.0,4089.6,0:00:00,0:00:00,-,-,0,-,,,,,04,7,00000000,00,11,,15650,15650
2025-06-30 09:11:29,2025-06-30 09:11:29,2025-06-30 09:11:29,867488061438379,490.0,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,15159,0000,-,01,00,22,12,-,01,19.3,71,703,-22.930203,-47.042045,0724,0010,c3c7,0dbd67f1,0.1,4089.7,0:00:00,0:00:00,-,-,0,-,,,,,04,7,00000000,00,11,,15652,15652
2025-06-30 09:11:31,2025-06-30 09:11:31,2025-06-30 09:11:31,867488061438379,491.0,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,15159,0000,-,01,00,22,12,-,01,23.4,120,704,-22.930237,-47.041938,0724,0010,c3c7,0dbd67f1,0.1,4089.7,0:00:00,0:00:00,-,-,0,-,,,,,04,7,00000000,00,11,,15653,15653
2025-06-30 09:11:58,2025-06-30 09:11:58,2025-06-30 09:11:58,867488061438379,492.0,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,15265,0000,-,01,00,22,12,-,01,20.0,171,703,-22.9315,-47.040533,0724,0010,c3c7,0dbd6702,0.3,4089.9,0:00:00,0:00:00,-,-,0,-,,,,,04,7,00000000,00,11,,15654,15654
2025-06-30 09:11:59,2025-06-30 09:11:59,2025-06-30 09:11:59,867488061438379,493.0,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,15265,0000,-,01,00,22,12,-,01,19.9,205,703,-22.931542,-47.040555,0724,0010,c3c7,0dbd6702,0.3,4089.9,0:00:00,0:00:00,-,-,0,-,,,,,04,7,00000000,00,11,,15655,15655
2025-06-30 09:12:01,2025-06-30 09:12:01,2025-06-30 09:12:00,867488061438379,494.0,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,15265,0000,-,01,00,22,12,-,01,19.7,235,704,-22.931568,-47.040599,0724,0010,c3c7,0dbd6702,0.3,4089.9,0:00:00,0:00:00,-,-,0,-,,,,,04,7,00000000,00,11,,15656,15656
2025-06-30 09:12:06,2025-06-30 09:12:06,2025-06-30 09:12:06,867488061438379,495.0,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,15172,0000,-,01,00,22,12,-,01,29.3,266,707,-22.931677,-47.0411,0724,0010,c3c7,0dbd6702,0.4,4090.0,0:00:00,0:00:00,-,-,0,-,,,,,04,7,00000000,00,11,,15657,15657
2025-06-30 09:12:08,2025-06-30 09:12:08,2025-06-30 09:12:08,867488061438379,496.0,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,15172,0000,-,01,00,22,12,-,01,26.0,296,706,-22.931643,-47.041248,0724,0010,c3c7,0dbd6702,0.4,4090.0,0:00:00,0:00:00,-,-,0,-,,,,,04,7,00000000,00,11,,15658,15658
2025-06-30 09:12:27,2025-06-30 09:12:27,2025-06-30 09:12:27,867488061438379,497.0,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,15226,0000,-,01,00,22,12,-,01,21.4,263,707,-22.931557,-47.041517,0724,0010,c3c7,0dbd6702,0.4,4090.0,0:00:00,0:00:00,-,-,0,-,,,,,04,7,00000000,00,11,,15659,15659
2025-06-30 09:12:30,2025-06-30 09:12:30,2025-06-30 09:12:30,867488061438379,498.0,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,15226,0000,-,01,00,22,12,-,01,17.7,226,707,-22.931627,-47.041669,0724,0010,c3c7,0dbd6702,0.4,4090.0,0:00:00,0:00:00,-,-,0,-,,,,,04,7,00000000,00,11,,15660,15660
2025-06-30 09:12:31,2025-06-30 09:12:31,2025-06-30 09:12:31,867488061438379,499.0,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,15226,0000,-,01,00,22,12,-,01,15.0,195,706,-22.931669,-47.041693,0724,0010,c3c7,0dbd6702,0.4,4090.0,0:00:00,0:00:00,-,-,0,-,,,,,04,7,00000000,00,11,,15661,15661
2025-06-30 09:12:32,2025-06-30 09:12:32,2025-06-30 09:12:32,867488061438379,500.0,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,15362,0000,-,01,00,22,12,-,01,16.4,153,707,-22.93171,-47.041681,0724,0010,c3c7,0dbd6702,0.4,4090.0,0:00:00,0:00:00,-,-,0,-,,,,,04,7,00000000,00,11,,15662,15662
2025-06-30 09:13:53,2025-06-30 09:13:53,2025-06-30 09:13:52,867488061438379,503.0,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,15199,0000,-,01,00,22,12,-,01,84.7,152,772,-22.939464,-47.034401,0724,0010,c3c7,0dc05417,1.6,4091.2,0:00:00,0:00:00,-,-,0,-,,,,,04,3,00000000,00,10,,15664,15664
2025-06-30 09:16:01,2025-06-30 09:16:01,2025-06-30 09:16:01,867488061438379,506.0,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,15116,0000,-,01,00,22,12,-,01,15.6,109,782,-22.943378,-47.032092,0724,0010,c3c7,0dc05416,2.0,4091.7,0:00:00,0:00:00,-,-,0,-,,,,,04,3,00000000,00,11,,15666,15666
2025-06-30 09:16:06,2025-06-30 09:16:07,2025-06-30 09:16:06,867488061438379,507.0,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,15184,0000,-,01,00,22,12,-,01,3.5,73,782,-22.943375,-47.03201,0724,0010,c3c7,0dc05416,2.0,4091.7,0:00:00,0:00:00,-,-,0,-,,,,,04,3,00000000,00,11,,15667,15667
2025-06-30 09:16:13,2025-06-30 09:16:13,2025-06-30 09:16:13,867488061438379,508.0,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,15184,0000,-,01,00,22,12,-,01,15.5,105,782,-22.943364,-47.03184,0724,0010,c3c7,0dc05416,2.0,4091.7,0:00:00,0:00:00,-,-,0,-,,,,,04,3,00000000,00,11,,15668,15668
2025-06-30 09:16:15,2025-06-30 09:16:15,2025-06-30 09:16:15,867488061438379,509.0,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,15328,0000,-,01,00,22,12,-,01,16.8,138,782,-22.943418,-47.031769,0724,0010,c3c7,0dc05416,2.1,4091.7,0:00:00,0:00:00,-,-,0,-,,,,,04,3,00000000,00,11,,15669,15669
2025-06-30 09:16:32,2025-06-30 09:16:32,2025-06-30 09:16:32,867488061438379,510.0,GTERI,0x09fe3fbf,0x00028102,802003,0x0a04,0x0a14,100,14996,0000,-,01,00,22,12,-,01,23.4,92,782,-22.943859,-47.031245,0724,0010,c3c7,0dc05416,2.1,4091.7,0:00:00,0:00:00,-,-,0,-,,,,,04,3,00000000,00,11,,15670,15670
