Data/Hora Inclusão,Data/Hora Evento,GNSS UTC Time,IMEI,Sequência,Tipo Mensagem,Máscara Report,Máscara ERI,Tipo Dispositivo,Versão Protocolo,Versão Firmware,Bateria Interna,Alimentação Externa,Analog Input Mode,Analog Input1 Voltage,Digital Input Status,Digital Output Status,Motion Status,Satélites,Duração da Ignição,Precisão GNSS,Velocidade,Azimuth,Altitude,Latitude,Longitude,MCC,MNC,LAC,Cell ID,Hodômetro Atual,Hodômetro Total,Horímetro Atual,Horímetro Total,Motivo Power Off,Motivo Power On,ID,ID Report Type,Comando Customizado,Battery Status,Backup Battery Voltage,Network Type,RAT,Band,IGN Trigger Data,GNSS Trigger Type,Position Report Type,GNSS Signal Status,Linha,Delay,Log,motion_prefix,report_type
2025-06-11 20:29:47,2025-06-11 20:29:46,2025-06-11 20:27:21,867488061438387,16516.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,12592.0,0.0,-,0.0,0.0,11,12.0,-,1.0,0.0,94.0,173.0,-6.809271,-43.011872,724.0,5.0,f79d,0d94b100,0.2,111.7,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,7.0,0.0,0.0,10.0,,146,1.0,Não,1,10
2025-06-11 21:29:47,2025-06-11 21:29:46,2025-06-11 21:27:22,867488061438387,16576.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,12580.0,0.0,-,0.0,0.0,11,12.0,-,1.0,0.0,94.0,173.0,-6.809271,-43.011872,724.0,5.0,f79d,0d94b100,0.2,111.7,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,7.0,0.0,0.0,10.0,,177,1.0,Não,1,10
2025-06-11 22:29:47,2025-06-11 22:29:46,2025-06-11 22:27:22,867488061438387,16637.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,12578.0,0.0,-,0.0,0.0,11,12.0,-,1.0,0.0,94.0,173.0,-6.809271,-43.011872,724.0,5.0,f79d,0d94b100,0.2,111.7,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,7.0,0.0,0.0,10.0,,208,1.0,Não,1,10
2025-06-11 23:29:47,2025-06-11 23:29:46,2025-06-11 23:27:54,867488061438387,16698.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,12556.0,0.0,-,0.0,0.0,11,12.0,-,1.0,0.0,94.0,173.0,-6.809271,-43.011872,724.0,5.0,f79d,0d94b100,0.2,111.7,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,7.0,0.0,0.0,10.0,,239,1.0,Não,1,10
2025-06-12 00:29:47,2025-06-12 00:29:46,2025-06-12 00:27:24,867488061438387,16759.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,12559.0,0.0,-,0.0,0.0,11,12.0,-,1.0,0.0,94.0,173.0,-6.809271,-43.011872,724.0,5.0,f79d,0d94b100,0.2,111.7,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,7.0,0.0,0.0,10.0,,270,1.0,Não,1,10
2025-06-12 01:29:47,2025-06-12 01:29:46,2025-06-12 01:27:33,867488061438387,16820.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,12497.0,0.0,-,0.0,0.0,11,12.0,-,1.0,0.0,94.0,173.0,-6.809271,-43.011872,724.0,5.0,f79d,0d94b100,0.2,111.7,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,7.0,0.0,0.0,10.0,,301,1.0,Não,1,10
2025-06-12 02:29:47,2025-06-12 02:29:46,2025-06-12 02:27:20,867488061438387,16881.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,12491.0,0.0,-,0.0,0.0,11,12.0,-,1.0,0.0,94.0,173.0,-6.809271,-43.011872,724.0,5.0,f79d,0d94b100,0.2,111.7,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,7.0,0.0,0.0,10.0,,332,1.0,Não,1,10
2025-06-12 03:29:47,2025-06-12 03:29:46,2025-06-12 03:27:33,867488061438387,16942.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,12529.0,0.0,-,0.0,0.0,11,12.0,-,1.0,0.0,94.0,173.0,-6.809271,-43.011872,724.0,5.0,f79d,0d94b100,0.2,111.7,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,7.0,0.0,0.0,10.0,,363,1.0,Não,1,10
2025-06-12 04:29:47,2025-06-12 04:29:46,2025-06-12 04:27:53,867488061438387,17003.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,12530.0,0.0,-,0.0,0.0,11,12.0,-,1.0,0.0,94.0,173.0,-6.809271,-43.011872,724.0,5.0,f79d,0d94b100,0.2,111.7,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,7.0,0.0,0.0,10.0,,394,1.0,Não,1,10
2025-06-12 05:29:47,2025-06-12 05:29:46,2025-06-12 05:27:20,867488061438387,17064.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,12517.0,0.0,-,0.0,0.0,11,12.0,-,1.0,0.0,94.0,173.0,-6.809271,-43.011872,724.0,5.0,f79d,0d94b100,0.2,111.7,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,7.0,0.0,0.0,10.0,,425,1.0,Não,1,10
2025-06-12 06:29:47,2025-06-12 06:29:46,2025-06-12 06:27:54,867488061438387,17125.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,12442.0,0.0,-,0.0,0.0,11,12.0,-,1.0,0.0,94.0,173.0,-6.809271,-43.011872,724.0,5.0,f79d,0d94b100,0.2,111.7,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,7.0,0.0,0.0,10.0,,456,1.0,Não,1,10
2025-06-12 07:20:57,2025-06-12 07:20:56,2025-06-12 06:27:54,867488061438387,17178.0,GTIGN,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,12461.0,0.0,0000,1.0,0.0,22,12.0,53464,0.0,0.0,94.0,173.0,-6.809271,-43.011872,724.0,5.0,f79d,0d94b100,0.0,111.7,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,483,1.0,Não,2,
2025-06-12 07:20:57,2025-06-12 07:20:56,2025-06-12 06:27:54,867488061438387,17179.0,GTSTT,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,12461.0,0.0,0000,1.0,0.0,22,12.0,-,0.0,0.0,94.0,173.0,-6.809271,-43.011872,724.0,5.0,f79d,0d94b100,0.0,111.7,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,484,1.0,Não,2,
2025-06-12 07:21:07,2025-06-12 07:21:06,2025-06-12 07:21:07,867488061438387,17180.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13625.0,0.0,-,1.0,0.0,22,12.0,-,1.0,0.0,94.0,215.0,-6.809112,-43.01167,724.0,5.0,f79d,0d94b100,0.0,111.7,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,7.0,0.0,0.0,10.0,,485,1.0,Não,2,10
2025-06-12 07:21:07,2025-06-12 07:21:06,2025-06-12 07:21:07,867488061438387,17181.0,GTIGL,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,13625.0,0.0,0000,1.0,0.0,22,12.0,-,1.0,0.0,94.0,215.0,-6.809112,-43.01167,724.0,5.0,f79d,0d94b100,0.0,111.7,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,0.0,,486,1.0,Não,2,0
2025-06-12 07:21:59,2025-06-12 07:21:58,2025-06-12 07:21:59,867488061438387,17182.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13565.0,0.0,-,1.0,0.0,22,12.0,-,1.0,7.2,280.0,213.0,-6.809112,-43.01168,724.0,5.0,f79d,0d94b100,0.0,111.7,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,7.0,0.0,0.0,11.0,,487,1.0,Não,2,11
2025-06-12 07:22:17,2025-06-12 07:22:16,2025-06-12 07:22:17,867488061438387,17183.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13672.0,0.0,-,1.0,0.0,22,12.0,-,1.0,4.6,245.0,207.0,-6.809036,-43.011972,724.0,5.0,f79d,0d94b100,0.0,111.7,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,7.0,0.0,0.0,11.0,,488,1.0,Não,2,11
2025-06-12 07:22:21,2025-06-12 07:22:20,2025-06-12 07:22:21,867488061438387,17184.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13672.0,0.0,-,1.0,0.0,22,12.0,-,1.0,5.6,324.0,206.0,-6.809036,-43.011985,724.0,5.0,f79d,0d94b100,0.0,111.7,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,7.0,0.0,0.0,11.0,,489,1.0,Não,2,11
2025-06-12 07:22:25,2025-06-12 07:22:24,2025-06-12 07:22:25,867488061438387,17186.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13466.0,0.0,-,1.0,0.0,22,12.0,-,1.0,9.7,291.0,205.0,-6.808994,-43.012052,724.0,5.0,f79d,0d94b100,0.0,111.7,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,7.0,0.0,0.0,11.0,,490,1.0,Não,2,11
2025-06-12 07:23:03,2025-06-12 07:23:02,2025-06-12 07:23:03,867488061438387,17188.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13478.0,0.0,-,1.0,0.0,22,12.0,-,1.0,11.3,327.0,199.0,-6.808715,-43.013054,724.0,5.0,f79d,0d94b110,0.2,111.8,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,3.0,0.0,0.0,11.0,,492,1.0,Não,2,11
2025-06-12 07:23:07,2025-06-12 07:23:06,2025-06-12 07:23:07,867488061438387,17189.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13662.0,0.0,-,1.0,0.0,22,12.0,-,1.0,11.3,5.0,201.0,-6.808613,-43.013058,724.0,5.0,f79d,0d94b110,0.2,111.8,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,3.0,0.0,0.0,11.0,,493,1.0,Não,2,11
2025-06-12 07:23:32,2025-06-12 07:23:31,2025-06-12 07:23:32,867488061438387,17190.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13640.0,0.0,-,1.0,0.0,22,12.0,-,1.0,10.9,43.0,205.0,-6.807946,-43.012857,724.0,5.0,f79d,0d94b110,0.2,111.9,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,3.0,0.0,0.0,11.0,,494,1.0,Não,2,11
2025-06-12 07:23:35,2025-06-12 07:23:34,2025-06-12 07:23:35,867488061438387,17191.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13640.0,0.0,-,1.0,0.0,22,12.0,-,1.0,10.9,77.0,204.0,-6.807922,-43.012782,724.0,5.0,f79d,0d94b110,0.2,111.9,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,3.0,0.0,0.0,11.0,,495,1.0,Não,2,11
2025-06-12 07:23:58,2025-06-12 07:23:57,2025-06-12 07:23:58,867488061438387,17192.0,GTBTC,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,13610.0,0.0,0000,1.0,0.0,22,12.0,-,1.0,9.3,92.0,201.0,-6.807904,-43.012176,724.0,5.0,f79d,0d94aa1d,0.3,112.0,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,496,1.0,Não,2,
2025-06-12 07:24:03,2025-06-12 07:24:02,2025-06-12 07:24:02,867488061438387,17193.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13458.0,0.0,-,1.0,0.0,22,12.0,-,1.0,7.0,106.0,202.0,-6.807916,-43.012101,724.0,5.0,f79d,0d94aa1d,0.3,112.0,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,10.0,,497,1.0,Não,2,10
2025-06-12 07:24:05,2025-06-12 07:24:04,2025-06-12 07:24:05,867488061438387,17194.0,GTERI,0x09fe3fbf,0x00028102,802003.0,0x0a04,0x0a14,100.0,13700.0,0.0,-,1.0,0.0,22,12.0,-,1.0,8.7,136.0,202.0,-6.807954,-43.012056,724.0,5.0,f79d,0d94aa1d,0.3,112.0,0:00:00,0:00:00,-,-,0.0,-,,,,,4.0,1.0,0.0,0.0,11.0,,498,1.0,Não,2,11
2025-06-12 07:24:07,2025-06-12 07:24:06,2025-06-12 07:24:07,867488061438387,17195.0,GTIGF,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,13700.0,0.0,0000,1.0,0.0,12,12.0,191,1.0,2.4,157.0,201.0,-6.807974,-43.012054,724.0,5.0,f79d,0d94aa1d,0.3,112.0,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,499,1.0,Não,1,
2025-06-12 07:24:08,2025-06-12 07:24:06,2025-06-12 07:24:07,867488061438387,17196.0,GTSTT,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,13700.0,0.0,0000,1.0,0.0,12,12.0,-,1.0,2.4,157.0,201.0,-6.807974,-43.012054,724.0,5.0,f79d,0d94aa1d,0.3,112.0,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,500,2.0,Não,1,
2025-06-12 07:24:09,2025-06-12 07:24:06,2025-06-12 07:24:07,867488061438387,17197.0,GTIGN,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,13700.0,0.0,0000,1.0,0.0,22,12.0,0,1.0,2.4,157.0,201.0,-6.807974,-43.012054,724.0,5.0,f79d,0d94aa1d,0.0,112.0,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,501,3.0,Não,2,
2025-06-12 07:24:10,2025-06-12 07:24:06,2025-06-12 07:24:07,867488061438387,17198.0,GTSTT,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,13700.0,0.0,0000,1.0,0.0,22,12.0,-,1.0,2.4,157.0,201.0,-6.807974,-43.012054,724.0,5.0,f79d,0d94aa1d,0.0,112.0,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,502,4.0,Não,2,
2025-06-12 07:24:10,2025-06-12 07:24:07,2025-06-12 07:24:07,867488061438387,17199.0,GTIGF,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,13700.0,0.0,0000,1.0,0.0,12,12.0,1,1.0,2.4,157.0,201.0,-6.807974,-43.012054,724.0,5.0,f79d,0d94aa1d,0.0,112.0,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,503,3.0,Não,1,
2025-06-12 07:24:11,2025-06-12 07:24:07,2025-06-12 07:24:07,867488061438387,17200.0,GTSTT,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,13700.0,0.0,0000,1.0,0.0,12,12.0,-,1.0,2.4,157.0,201.0,-6.807974,-43.012054,724.0,5.0,f79d,0d94aa1d,0.0,112.0,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,504,4.0,Não,1,
2025-06-12 07:24:11,2025-06-12 07:24:07,2025-06-12 07:24:07,867488061438387,17201.0,GTIGN,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,13700.0,0.0,0000,1.0,0.0,22,12.0,0,1.0,2.4,157.0,201.0,-6.807974,-43.012054,724.0,5.0,f79d,0d94aa1d,0.0,112.0,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,505,4.0,Não,2,
2025-06-12 07:24:12,2025-06-12 07:24:07,2025-06-12 07:24:07,867488061438387,17202.0,GTSTT,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,13700.0,0.0,0000,1.0,0.0,22,12.0,-,1.0,2.4,157.0,201.0,-6.807974,-43.012054,724.0,5.0,f79d,0d94aa1d,0.0,112.0,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,,,506,5.0,Não,2,
2025-06-12 07:24:12,2025-06-12 07:24:07,2025-06-12 07:24:08,867488061438387,17203.0,GTIGL,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,13700.0,0.0,0000,1.0,0.0,12,12.0,-,1.0,0.1,136.0,200.0,-6.807975,-43.012055,724.0,5.0,f79d,0d94aa1d,0.0,112.0,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,1.0,,507,5.0,Não,1,1
2025-06-12 07:24:13,2025-06-12 07:24:07,2025-06-12 07:24:08,867488061438387,17204.0,GTIGL,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,13700.0,0.0,0000,1.0,0.0,12,12.0,-,1.0,0.1,136.0,200.0,-6.807975,-43.012055,724.0,5.0,f79d,0d94aa1d,0.0,112.0,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,0.0,,508,6.0,Não,1,0
2025-06-12 07:24:13,2025-06-12 07:24:07,2025-06-12 07:24:08,867488061438387,17205.0,GTIGL,0x09fe7fbf,,802003.0,0x0a04,0x0a14,100.0,13700.0,0.0,0000,1.0,0.0,12,12.0,-,1.0,0.1,136.0,200.0,-6.807975,-43.012055,724.0,5.0,f79d,0d94aa1d,0.0,112.0,0:00:00,0:00:00,-,-,0.0,-,,,,,,,,,1.0,,509,6.0,Não,1,1
